event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Unnamed: 8,Unnamed: 9,Unnamed: 10,city,total_quantity_sold,product_name,promo_discount,revenue_before_promo,revenue_after_promo,category,ir%,inc_units,isu_percent,inc_revenue,ir_percent_calc,rev_per_discount_unit,rev_per_discount_amount,isu%,promo_category,incremental_revenue,margin_efficiency,incremental_margin%,before_rev,before_qty,after_qty,ir_row
0c0926,STMDU-3,CAMP_DIW_01,P08,1190,BOGOF,26,91,,,,madurai,117,Atliq_Double_Bedsheet_set,595.0,30940,54145.0,Home Care,75.0,65.0,-18.06615776081425,23205.0,-38.54961832061068,39.0,3.277310924369748,250.0,Other,23205.0,42.857142857142854,75.0,30940.0,26.0,91.0,75.0
252235,STHYD-4,CAMP_DIW_01,P07,300,BOGOF,64,223,,,,hyderabad,287,Atliq_Curtains,150.0,19200,33450.0,Home Care,74.21875,159.0,-18.06615776081425,14250.0,-38.54961832061068,95.0,31.666666666666668,248.4375,Other,14250.0,42.600896860986545,74.21875,19200.0,64.0,223.0,74.21875
41d6bd,STCHE-1,CAMP_SAN_01,P03,200,BOGOF,424,1127,,,,chennai,1551,Atliq_Suflower_Oil (1L),100.0,84800,112700.0,Grocery & Staples,32.90094339622642,703.0,-18.06615776081425,27900.0,-38.54961832061068,279.0,139.5,165.80188679245282,Other,27900.0,24.755989352262645,32.90094339622642,84800.0,424.0,1127.0,32.90094339622642
73c8f5,STVSK-3,CAMP_DIW_01,P01,172,33% OFF,229,293,,,,visakhapatnam,522,Atliq_Masoor_Dal (1KG),56.760000000000005,39388,33765.32,Grocery & Staples,-14.275109170305678,64.0,-18.06615776081425,-5622.68,-38.54961832061068,-99.06060606060606,-57.59337561663143,27.947598253275107,Other,-5622.68,-16.652233711986145,-14.275109170305678,39388.0,229.0,293.0,-14.275109170305678
1f0eaf,STBLR-6,CAMP_SAN_01,P15,3000,500 Cashback,147,385,,,,bengaluru,532,Atliq_Home_Essential_8_Product_Combo,2500.0,441000,192500.0,Combo1,-56.34920634920635,238.0,-18.06615776081425,-248500.0,-38.54961832061068,-99.4,-3.3133333333333335,161.9047619047619,Other,-248500.0,-129.0909090909091,-56.34920634920635,441000.0,147.0,385.0,-56.34920634920635
bb62b3,STHYD-6,CAMP_SAN_01,P03,200,BOGOF,378,1459,,,,hyderabad,1837,Atliq_Suflower_Oil (1L),100.0,75600,145900.0,Grocery & Staples,92.98941798941799,1081.0,-18.06615776081425,70300.0,-38.54961832061068,703.0,351.5,285.978835978836,Other,70300.0,48.183687457162435,92.98941798941799,75600.0,378.0,1459.0,92.98941798941799
6c43b6,STMLR-1,CAMP_DIW_01,P07,300,BOGOF,29,97,,,,mangalore,126,Atliq_Curtains,150.0,8700,14550.0,Home Care,67.24137931034483,68.0,-18.06615776081425,5850.0,-38.54961832061068,39.0,13.0,234.48275862068962,Other,5850.0,40.20618556701031,67.24137931034483,8700.0,29.0,97.0,67.24137931034483
86ec8d,STMDU-3,CAMP_SAN_01,P04,370,BOGOF,303,1172,,,,madurai,1475,Atliq_Farm_Chakki_Atta (1KG),185.0,112110,216820.0,Grocery & Staples,93.3993399339934,869.0,-18.06615776081425,104710.0,-38.54961832061068,566.0,152.97297297297297,286.79867986798683,Other,104710.0,48.29351535836178,93.3993399339934,112110.0,303.0,1172.0,93.3993399339934
35463c,STCBE-0,CAMP_DIW_01,P04,290,25% OFF,211,202,,,,coimbatore,413,Atliq_Farm_Chakki_Atta (1KG),72.5,61190,43935.0,Grocery & Staples,-28.199052132701425,-9.0,-18.06615776081425,-17255.0,-38.54961832061068,-238.0,-82.06896551724138,-4.265402843601896,Other,-17255.0,-39.273927392739274,-28.199052132701425,61190.0,211.0,202.0,-28.199052132701425
95f061,STMYS-3,CAMP_SAN_01,P15,3000,500 Cashback,160,443,,,,mysuru,603,Atliq_Home_Essential_8_Product_Combo,2500.0,480000,221500.0,Combo1,-53.85416666666667,283.0,-18.06615776081425,-258500.0,-38.54961832061068,-103.4,-3.4466666666666668,176.875,Other,-258500.0,-116.70428893905192,-53.85416666666667,480000.0,160.0,443.0,-53.85416666666667
693b77,STMLR-0,CAMP_DIW_01,P12,62,50% OFF,70,88,,,,mangalore,158,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,4340,2728.0,Personal Care,-37.142857142857146,18.0,-18.06615776081425,-1612.0,-38.54961832061068,-52.0,-83.87096774193549,25.71428571428571,Other,-1612.0,-59.09090909090909,-37.142857142857146,4340.0,70.0,88.0,-37.142857142857146
4ca50a,STHYD-3,CAMP_DIW_01,P08,1190,BOGOF,50,156,,,,hyderabad,206,Atliq_Double_Bedsheet_set,595.0,59500,92820.0,Home Care,56.00000000000001,106.0,-18.06615776081425,33320.0,-38.54961832061068,56.0,4.705882352941177,212.0,Other,33320.0,35.8974358974359,56.00000000000001,59500.0,50.0,156.0,56.00000000000001
01b425,STMYS-3,CAMP_DIW_01,P09,110,50% OFF,68,76,,,,mysuru,144,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,7480,4180.0,Personal Care,-44.11764705882353,8.0,-18.06615776081425,-3300.0,-38.54961832061068,-60.0,-54.54545454545455,11.76470588235294,Other,-3300.0,-78.94736842105263,-44.11764705882353,7480.0,68.0,76.0,-44.11764705882353
d3d442,STBLR-5,CAMP_SAN_01,P15,3000,500 Cashback,166,396,,,,bengaluru,562,Atliq_Home_Essential_8_Product_Combo,2500.0,498000,198000.0,Combo1,-60.24096385542169,230.0,-18.06615776081425,-300000.0,-38.54961832061068,-120.0,-4.0,138.55421686746988,Other,-300000.0,-151.5151515151515,-60.24096385542169,498000.0,166.0,396.0,-60.24096385542169
b17f27,STCBE-0,CAMP_DIW_01,P06,415,25% OFF,59,56,,,,coimbatore,115,Atliq_Fusion_Container_Set_of_3,103.75,24485,17430.0,Home Care,-28.8135593220339,-3.0,-18.06615776081425,-7055.0,-38.54961832061068,-68.0,-16.3855421686747,-5.084745762711865,Other,-7055.0,-40.476190476190474,-28.8135593220339,24485.0,59.0,56.0,-28.8135593220339
be6ab1,STCHE-4,CAMP_SAN_01,P09,90,25% OFF,73,60,,,,chennai,133,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,6570,4050.0,Personal Care,-38.35616438356164,-13.0,-18.06615776081425,-2520.0,-38.54961832061068,-112.0,-124.44444444444444,-17.80821917808219,Other,-2520.0,-62.22222222222222,-38.35616438356164,6570.0,73.0,60.0,-38.35616438356164
cf0ccd,STVSK-1,CAMP_DIW_01,P08,1190,BOGOF,35,117,,,,visakhapatnam,152,Atliq_Double_Bedsheet_set,595.0,41650,69615.0,Home Care,67.14285714285714,82.0,-18.06615776081425,27965.0,-38.54961832061068,47.0,3.9495798319327733,234.2857142857143,Other,27965.0,40.17094017094017,67.14285714285714,41650.0,35.0,117.0,67.14285714285714
d7798b,STMYS-2,CAMP_SAN_01,P02,860,33% OFF,484,677,,,,mysuru,1161,Atliq_Sonamasuri_Rice (10KG),283.8,416240,390087.4,Grocery & Staples,-6.283057851239664,193.0,-18.06615776081425,-26152.599999999977,-38.54961832061068,-92.15151515151507,-10.715292459478498,39.87603305785124,Other,-26152.599999999977,-6.704292422672451,-6.283057851239664,416240.0,484.0,677.0,-6.283057851239664
e93b62,STCHE-2,CAMP_SAN_01,P04,370,BOGOF,513,2067,,,,chennai,2580,Atliq_Farm_Chakki_Atta (1KG),185.0,189810,382395.0,Grocery & Staples,101.46198830409357,1554.0,-18.06615776081425,192585.0,-38.54961832061068,1041.0,281.35135135135135,302.9239766081871,Other,192585.0,50.36284470246735,101.46198830409357,189810.0,513.0,2067.0,101.46198830409357
65f085,STCHE-4,CAMP_SAN_01,P12,62,50% OFF,60,87,,,,chennai,147,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3720,2697.0,Personal Care,-27.500000000000004,27.0,-18.06615776081425,-1023.0,-38.54961832061068,-33.0,-53.225806451612904,45.0,Other,-1023.0,-37.93103448275862,-27.500000000000004,3720.0,60.0,87.0,-27.500000000000004
39d354,STMYS-0,CAMP_DIW_01,P06,415,25% OFF,57,49,,,,mysuru,106,Atliq_Fusion_Container_Set_of_3,103.75,23655,15251.25,Home Care,-35.526315789473685,-8.0,-18.06615776081425,-8403.75,-38.54961832061068,-81.0,-19.518072289156628,-14.035087719298245,Other,-8403.75,-55.10204081632652,-35.526315789473685,23655.0,57.0,49.0,-35.526315789473685
90f2d8,STMDU-2,CAMP_DIW_01,P10,65,50% OFF,61,71,,,,madurai,132,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,3965,2307.5,Personal Care,-41.80327868852459,10.0,-18.06615776081425,-1657.5,-38.54961832061068,-51.0,-78.46153846153847,16.39344262295082,Other,-1657.5,-71.83098591549296,-41.80327868852459,3965.0,61.0,71.0,-41.80327868852459
d04c7f,STBLR-9,CAMP_SAN_01,P07,300,BOGOF,40,159,,,,bengaluru,199,Atliq_Curtains,150.0,12000,23850.0,Home Care,98.75,119.0,-18.06615776081425,11850.0,-38.54961832061068,79.0,26.333333333333332,297.5,Other,11850.0,49.685534591194966,98.75,12000.0,40.0,159.0,98.75
7b51be,STCHE-5,CAMP_SAN_01,P04,370,BOGOF,403,1587,,,,chennai,1990,Atliq_Farm_Chakki_Atta (1KG),185.0,149110,293595.0,Grocery & Staples,96.89826302729529,1184.0,-18.06615776081425,144485.0,-38.54961832061068,781.0,211.0810810810811,293.7965260545906,Other,144485.0,49.21235034656585,96.89826302729529,149110.0,403.0,1587.0,96.89826302729529
68c31e,STBLR-7,CAMP_SAN_01,P08,1190,BOGOF,54,235,,,,bengaluru,289,Atliq_Double_Bedsheet_set,595.0,64260,139825.0,Home Care,117.59259259259258,181.0,-18.06615776081425,75565.0,-38.54961832061068,127.0,10.672268907563025,335.18518518518516,Other,75565.0,54.04255319148936,117.59259259259258,64260.0,54.0,235.0,117.59259259259258
b6233e,STMLR-2,CAMP_DIW_01,P01,172,33% OFF,175,222,,,,mangalore,397,Atliq_Masoor_Dal (1KG),56.760000000000005,30100,25583.28,Grocery & Staples,-15.005714285714289,47.0,-18.06615776081425,-4516.720000000001,-38.54961832061068,-79.57575757575759,-46.26497533474278,26.857142857142858,Other,-4516.720000000001,-17.654968401237063,-15.005714285714289,30100.0,175.0,222.0,-15.005714285714289
4b411a,STVJD-0,CAMP_DIW_01,P15,3000,500 Cashback,218,673,,,,vijayawada,891,Atliq_Home_Essential_8_Product_Combo,2500.0,654000,336500.0,Combo1,-48.547400611620795,455.0,-18.06615776081425,-317500.0,-38.54961832061068,-127.0,-4.233333333333333,208.71559633027522,Other,-317500.0,-94.35364041604754,-48.547400611620795,654000.0,218.0,673.0,-48.547400611620795
dd9914,STVSK-1,CAMP_DIW_01,P10,65,50% OFF,98,132,,,,visakhapatnam,230,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,6370,4290.0,Personal Care,-32.6530612244898,34.0,-18.06615776081425,-2080.0,-38.54961832061068,-64.0,-98.46153846153847,34.69387755102041,Other,-2080.0,-48.484848484848484,-32.6530612244898,6370.0,98.0,132.0,-32.6530612244898
874377,STHYD-3,CAMP_DIW_01,P02,860,33% OFF,365,616,,,,hyderabad,981,Atliq_Sonamasuri_Rice (10KG),283.8,313900,354939.2,Grocery & Staples,13.073972602739731,251.0,-18.06615776081425,41039.20000000001,-38.54961832061068,144.60606060606065,16.814658210007053,68.76712328767123,Other,41039.20000000001,11.562318278736191,13.073972602739731,313900.0,365.0,616.0,13.073972602739731
7.83E+87,STMDU-3,CAMP_DIW_01,P14,1020,BOGOF,31,108,,,,madurai,139,Atliq_waterproof_Immersion_Rod,510.0,31620,55080.0,Home Appliances,74.19354838709677,77.0,-18.06615776081425,23460.0,-38.54961832061068,46.0,4.509803921568627,248.38709677419354,Other,23460.0,42.592592592592595,74.19354838709677,31620.0,31.0,108.0,74.19354838709677
6a1564,STMDU-3,CAMP_DIW_01,P15,3000,500 Cashback,334,1022,,,,madurai,1356,Atliq_Home_Essential_8_Product_Combo,2500.0,1002000,511000.0,Combo1,-49.00199600798403,688.0,-18.06615776081425,-491000.0,-38.54961832061068,-196.4,-6.546666666666667,205.9880239520958,Other,-491000.0,-96.08610567514677,-49.00199600798403,1002000.0,334.0,1022.0,-49.00199600798403
ac0b82,STMYS-0,CAMP_DIW_01,P04,290,25% OFF,234,205,,,,mysuru,439,Atliq_Farm_Chakki_Atta (1KG),72.5,67860,44587.5,Grocery & Staples,-34.294871794871796,-29.0,-18.06615776081425,-23272.5,-38.54961832061068,-321.0,-110.6896551724138,-12.393162393162394,Other,-23272.5,-52.19512195121951,-34.294871794871796,67860.0,234.0,205.0,-34.294871794871796
19d7b5,STMYS-1,CAMP_SAN_01,P03,200,BOGOF,382,1596,,,,mysuru,1978,Atliq_Suflower_Oil (1L),100.0,76400,159600.0,Grocery & Staples,108.90052356020942,1214.0,-18.06615776081425,83200.0,-38.54961832061068,832.0,416.0,317.80104712041884,Other,83200.0,52.130325814536334,108.90052356020942,76400.0,382.0,1596.0,108.90052356020942
9d7bd2,STCHE-5,CAMP_DIW_01,P03,156,25% OFF,413,375,,,,chennai,788,Atliq_Suflower_Oil (1L),39.0,64428,43875.0,Grocery & Staples,-31.900726392251816,-38.0,-18.06615776081425,-20553.0,-38.54961832061068,-527.0,-337.8205128205128,-9.200968523002421,Other,-20553.0,-46.84444444444444,-31.900726392251816,64428.0,413.0,375.0,-31.900726392251816
17edbc,STMYS-1,CAMP_DIW_01,P03,156,25% OFF,281,230,,,,mysuru,511,Atliq_Suflower_Oil (1L),39.0,43836,26910.0,Grocery & Staples,-38.612099644128115,-51.0,-18.06615776081425,-16926.0,-38.54961832061068,-434.0,-278.2051282051282,-18.14946619217082,Other,-16926.0,-62.89855072463768,-38.612099644128115,43836.0,281.0,230.0,-38.612099644128115
38bf1b,STCHE-1,CAMP_SAN_01,P05,55,25% OFF,30,25,,,,chennai,55,Atliq_Scrub_Sponge_For_Dishwash,13.75,1650,1031.25,Home Care,-37.5,-5.0,-18.06615776081425,-618.75,-38.54961832061068,-45.0,-81.81818181818181,-16.666666666666664,Other,-618.75,-60.0,-37.5,1650.0,30.0,25.0,-37.5
4cc388,STBLR-7,CAMP_SAN_01,P02,860,33% OFF,526,799,,,,bengaluru,1325,Atliq_Sonamasuri_Rice (10KG),283.8,452360,460383.80000000005,Grocery & Staples,1.7737642585551434,273.0,-18.06615776081425,8023.800000000047,-38.54961832061068,28.272727272727437,3.28752642706133,51.90114068441065,Other,8023.800000000047,1.7428502045467382,1.7737642585551434,452360.0,526.0,799.0,1.7737642585551434
c115da,STCHE-2,CAMP_DIW_01,P13,350,BOGOF,84,293,,,,chennai,377,Atliq_High_Glo_15W_LED_Bulb,175.0,29400,51275.0,Home Appliances,74.40476190476191,209.0,-18.06615776081425,21875.0,-38.54961832061068,125.0,35.714285714285715,248.80952380952382,Other,21875.0,42.66211604095563,74.40476190476191,29400.0,84.0,293.0,74.40476190476191
1271,STCBE-2,CAMP_SAN_01,P13,350,BOGOF,121,500,,,,coimbatore,621,Atliq_High_Glo_15W_LED_Bulb,175.0,42350,87500.0,Home Appliances,106.61157024793388,379.0,-18.06615776081425,45150.0,-38.54961832061068,258.0,73.71428571428571,313.22314049586777,Other,45150.0,51.6,106.61157024793388,42350.0,121.0,500.0,106.61157024793388
3bf731,STVSK-3,CAMP_SAN_01,P04,370,BOGOF,265,673,,,,visakhapatnam,938,Atliq_Farm_Chakki_Atta (1KG),185.0,98050,124505.0,Grocery & Staples,26.9811320754717,408.0,-18.06615776081425,26455.0,-38.54961832061068,143.0,38.648648648648646,153.9622641509434,Other,26455.0,21.2481426448737,26.9811320754717,98050.0,265.0,673.0,26.9811320754717
07e4ea,STHYD-6,CAMP_SAN_01,P04,370,BOGOF,486,1890,,,,hyderabad,2376,Atliq_Farm_Chakki_Atta (1KG),185.0,179820,349650.0,Grocery & Staples,94.44444444444444,1404.0,-18.06615776081425,169830.0,-38.54961832061068,918.0,248.1081081081081,288.88888888888886,Other,169830.0,48.57142857142857,94.44444444444444,179820.0,486.0,1890.0,94.44444444444444
a1ef43,STTRV-1,CAMP_SAN_01,P12,62,50% OFF,27,38,,,,trivandrum,65,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,1674,1178.0,Personal Care,-29.629629629629626,11.0,-18.06615776081425,-496.0,-38.54961832061068,-16.0,-25.806451612903228,40.74074074074074,Other,-496.0,-42.10526315789473,-29.629629629629626,1674.0,27.0,38.0,-29.629629629629626
1cfaa8,STBLR-2,CAMP_SAN_01,P08,1190,BOGOF,43,166,,,,bengaluru,209,Atliq_Double_Bedsheet_set,595.0,51170,98770.0,Home Care,93.02325581395348,123.0,-18.06615776081425,47600.0,-38.54961832061068,80.0,6.722689075630252,286.046511627907,Other,47600.0,48.19277108433735,93.02325581395348,51170.0,43.0,166.0,93.02325581395348
2eb400,STBLR-5,CAMP_SAN_01,P07,300,BOGOF,52,207,,,,bengaluru,259,Atliq_Curtains,150.0,15600,31050.0,Home Care,99.03846153846155,155.0,-18.06615776081425,15450.0,-38.54961832061068,103.0,34.333333333333336,298.0769230769231,Other,15450.0,49.75845410628019,99.03846153846155,15600.0,52.0,207.0,99.03846153846155
cd3392,STCHE-6,CAMP_SAN_01,P07,300,BOGOF,31,123,,,,chennai,154,Atliq_Curtains,150.0,9300,18450.0,Home Care,98.38709677419355,92.0,-18.06615776081425,9150.0,-38.54961832061068,61.0,20.333333333333332,296.7741935483871,Other,9150.0,49.59349593495935,98.38709677419355,9300.0,31.0,123.0,98.38709677419355
141d98,STCHE-4,CAMP_SAN_01,P03,200,BOGOF,387,1695,,,,chennai,2082,Atliq_Suflower_Oil (1L),100.0,77400,169500.0,Grocery & Staples,118.99224806201549,1308.0,-18.06615776081425,92100.0,-38.54961832061068,921.0,460.5,337.984496124031,Other,92100.0,54.336283185840706,118.99224806201549,77400.0,387.0,1695.0,118.99224806201549
e74698,STBLR-5,CAMP_DIW_01,P14,1020,BOGOF,43,144,,,,bengaluru,187,Atliq_waterproof_Immersion_Rod,510.0,43860,73440.0,Home Appliances,67.44186046511628,101.0,-18.06615776081425,29580.0,-38.54961832061068,58.0,5.686274509803922,234.88372093023258,Other,29580.0,40.27777777777778,67.44186046511628,43860.0,43.0,144.0,67.44186046511628
512d92,STCHE-4,CAMP_DIW_01,P09,110,50% OFF,87,115,,,,chennai,202,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,9570,6325.0,Personal Care,-33.90804597701149,28.0,-18.06615776081425,-3245.0,-38.54961832061068,-59.0,-53.63636363636363,32.18390804597701,Other,-3245.0,-51.30434782608696,-33.90804597701149,9570.0,87.0,115.0,-33.90804597701149
ce3c11,STHYD-4,CAMP_DIW_01,P14,1020,BOGOF,52,176,,,,hyderabad,228,Atliq_waterproof_Immersion_Rod,510.0,53040,89760.0,Home Appliances,69.23076923076923,124.0,-18.06615776081425,36720.0,-38.54961832061068,72.0,7.0588235294117645,238.46153846153845,Other,36720.0,40.909090909090914,69.23076923076923,53040.0,52.0,176.0,69.23076923076923
6.20E+94,STMYS-0,CAMP_SAN_01,P08,1190,BOGOF,48,129,,,,mysuru,177,Atliq_Double_Bedsheet_set,595.0,57120,76755.0,Home Care,34.375,81.0,-18.06615776081425,19635.0,-38.54961832061068,33.0,2.773109243697479,168.75,Other,19635.0,25.581395348837212,34.375,57120.0,48.0,129.0,34.375
315542,STVJD-1,CAMP_SAN_01,P03,200,BOGOF,183,710,,,,vijayawada,893,Atliq_Suflower_Oil (1L),100.0,36600,71000.0,Grocery & Staples,93.98907103825137,527.0,-18.06615776081425,34400.0,-38.54961832061068,344.0,172.0,287.9781420765027,Other,34400.0,48.45070422535211,93.98907103825137,36600.0,183.0,710.0,93.98907103825137
42a404,STCBE-1,CAMP_SAN_01,P12,62,50% OFF,42,48,,,,coimbatore,90,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2604,1488.0,Personal Care,-42.857142857142854,6.0,-18.06615776081425,-1116.0,-38.54961832061068,-36.0,-58.06451612903226,14.285714285714285,Other,-1116.0,-75.0,-42.857142857142854,2604.0,42.0,48.0,-42.857142857142854
7a2a47,STBLR-7,CAMP_DIW_01,P07,300,BOGOF,64,254,,,,bengaluru,318,Atliq_Curtains,150.0,19200,38100.0,Home Care,98.4375,190.0,-18.06615776081425,18900.0,-38.54961832061068,126.0,42.0,296.875,Other,18900.0,49.60629921259843,98.4375,19200.0,64.0,254.0,98.4375
ad9ba5,STHYD-5,CAMP_DIW_01,P01,172,33% OFF,337,485,,,,hyderabad,822,Atliq_Masoor_Dal (1KG),56.760000000000005,57964,55891.399999999994,Grocery & Staples,-3.5756676557863605,148.0,-18.06615776081425,-2072.600000000006,-38.54961832061068,-36.515151515151615,-21.229739252995124,43.916913946587535,Other,-2072.600000000006,-3.7082628096630357,-3.5756676557863605,57964.0,337.0,485.0,-3.5756676557863605
3080c6,STVSK-4,CAMP_DIW_01,P14,1020,BOGOF,38,114,,,,visakhapatnam,152,Atliq_waterproof_Immersion_Rod,510.0,38760,58140.0,Home Appliances,50.0,76.0,-18.06615776081425,19380.0,-38.54961832061068,38.0,3.7254901960784315,200.0,Other,19380.0,33.33333333333333,50.0,38760.0,38.0,114.0,50.0
c11cad,STMYS-2,CAMP_SAN_01,P09,90,25% OFF,61,50,,,,mysuru,111,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5490,3375.0,Personal Care,-38.52459016393443,-11.0,-18.06615776081425,-2115.0,-38.54961832061068,-94.0,-104.44444444444444,-18.0327868852459,Other,-2115.0,-62.66666666666667,-38.52459016393443,5490.0,61.0,50.0,-38.52459016393443
8a219d,STBLR-8,CAMP_DIW_01,P08,1190,BOGOF,64,218,,,,bengaluru,282,Atliq_Double_Bedsheet_set,595.0,76160,129710.0,Home Care,70.3125,154.0,-18.06615776081425,53550.0,-38.54961832061068,90.0,7.563025210084033,240.625,Other,53550.0,41.284403669724774,70.3125,76160.0,64.0,218.0,70.3125
3ec68b,STBLR-1,CAMP_DIW_01,P09,110,50% OFF,73,95,,,,bengaluru,168,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,8030,5225.0,Personal Care,-34.93150684931507,22.0,-18.06615776081425,-2805.0,-38.54961832061068,-51.0,-46.36363636363637,30.136986301369863,Other,-2805.0,-53.68421052631579,-34.93150684931507,8030.0,73.0,95.0,-34.93150684931507
0690d9,STHYD-3,CAMP_DIW_01,P15,3000,500 Cashback,418,1082,,,,hyderabad,1500,Atliq_Home_Essential_8_Product_Combo,2500.0,1254000,541000.0,Combo1,-56.858054226475275,664.0,-18.06615776081425,-713000.0,-38.54961832061068,-285.2,-9.506666666666666,158.85167464114832,Other,-713000.0,-131.79297597042515,-56.858054226475275,1254000.0,418.0,1082.0,-56.858054226475275
c7f28c,STBLR-0,CAMP_SAN_01,P15,3000,500 Cashback,144,374,,,,bengaluru,518,Atliq_Home_Essential_8_Product_Combo,2500.0,432000,187000.0,Combo1,-56.71296296296296,230.0,-18.06615776081425,-245000.0,-38.54961832061068,-98.0,-3.2666666666666666,159.72222222222223,Other,-245000.0,-131.01604278074865,-56.71296296296296,432000.0,144.0,374.0,-56.71296296296296
94102d,STBLR-4,CAMP_SAN_01,P12,62,50% OFF,64,92,,,,bengaluru,156,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3968,2852.0,Personal Care,-28.125,28.0,-18.06615776081425,-1116.0,-38.54961832061068,-36.0,-58.06451612903226,43.75,Other,-1116.0,-39.130434782608695,-28.125,3968.0,64.0,92.0,-28.125
74657,STMLR-0,CAMP_DIW_01,P02,860,33% OFF,194,271,,,,mangalore,465,Atliq_Sonamasuri_Rice (10KG),283.8,166840,156150.2,Grocery & Staples,-6.407216494845354,77.0,-18.06615776081425,-10689.799999999988,-38.54961832061068,-37.66666666666662,-4.379844961240305,39.69072164948454,Other,-10689.799999999988,-6.845844577848756,-6.407216494845354,166840.0,194.0,271.0,-6.407216494845354
f46036,STVSK-4,CAMP_DIW_01,P13,350,BOGOF,61,178,,,,visakhapatnam,239,Atliq_High_Glo_15W_LED_Bulb,175.0,21350,31150.0,Home Appliances,45.90163934426229,117.0,-18.06615776081425,9800.0,-38.54961832061068,56.0,16.0,191.80327868852459,Other,9800.0,31.46067415730337,45.90163934426229,21350.0,61.0,178.0,45.90163934426229
c74866,STBLR-5,CAMP_DIW_01,P10,65,50% OFF,115,151,,,,bengaluru,266,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,7475,4907.5,Personal Care,-34.34782608695652,36.0,-18.06615776081425,-2567.5,-38.54961832061068,-79.0,-121.53846153846153,31.30434782608696,Other,-2567.5,-52.317880794701985,-34.34782608695652,7475.0,115.0,151.0,-34.34782608695652
ab6327,STHYD-1,CAMP_SAN_01,P04,370,BOGOF,444,1123,,,,hyderabad,1567,Atliq_Farm_Chakki_Atta (1KG),185.0,164280,207755.0,Grocery & Staples,26.463963963963966,679.0,-18.06615776081425,43475.0,-38.54961832061068,235.0,63.513513513513516,152.92792792792793,Other,43475.0,20.926090828138914,26.463963963963966,164280.0,444.0,1123.0,26.463963963963966
41cb8f,STBLR-6,CAMP_DIW_01,P03,156,25% OFF,402,353,,,,bengaluru,755,Atliq_Suflower_Oil (1L),39.0,62712,41301.0,Grocery & Staples,-34.14179104477612,-49.0,-18.06615776081425,-21411.0,-38.54961832061068,-549.0,-351.9230769230769,-12.189054726368159,Other,-21411.0,-51.84135977337111,-34.14179104477612,62712.0,402.0,353.0,-34.14179104477612
9a13a5,STHYD-4,CAMP_DIW_01,P11,190,50% OFF,82,107,,,,hyderabad,189,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,15580,10165.0,Personal Care,-34.756097560975604,25.0,-18.06615776081425,-5415.0,-38.54961832061068,-57.0,-30.0,30.48780487804878,Other,-5415.0,-53.271028037383175,-34.756097560975604,15580.0,82.0,107.0,-34.756097560975604
cac6b5,STCBE-4,CAMP_SAN_01,P11,190,50% OFF,28,39,,,,coimbatore,67,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,5320,3705.0,Personal Care,-30.357142857142854,11.0,-18.06615776081425,-1615.0,-38.54961832061068,-17.0,-8.947368421052632,39.285714285714285,Other,-1615.0,-43.58974358974359,-30.357142857142854,5320.0,28.0,39.0,-30.357142857142854
2c0a90,STMDU-2,CAMP_SAN_01,P12,62,50% OFF,36,42,,,,madurai,78,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2232,1302.0,Personal Care,-41.66666666666667,6.0,-18.06615776081425,-930.0,-38.54961832061068,-30.0,-48.38709677419355,16.666666666666664,Other,-930.0,-71.42857142857143,-41.66666666666667,2232.0,36.0,42.0,-41.66666666666667
7a9ebd,STTRV-0,CAMP_DIW_01,P11,190,50% OFF,33,42,,,,trivandrum,75,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,6270,3990.0,Personal Care,-36.36363636363637,9.0,-18.06615776081425,-2280.0,-38.54961832061068,-24.0,-12.631578947368421,27.27272727272727,Other,-2280.0,-57.14285714285714,-36.36363636363637,6270.0,33.0,42.0,-36.36363636363637
19352c,STBLR-4,CAMP_SAN_01,P02,860,33% OFF,501,701,,,,bengaluru,1202,Atliq_Sonamasuri_Rice (10KG),283.8,430860,403916.2,Grocery & Staples,-6.253493013972053,200.0,-18.06615776081425,-26943.79999999999,-38.54961832061068,-94.9393939393939,-11.03946441155743,39.920159680638726,Other,-26943.79999999999,-6.670641088423785,-6.253493013972053,430860.0,501.0,701.0,-6.253493013972053
