event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Unnamed: 8,Unnamed: 9,Unnamed: 10,city,total_quantity_sold,product_name,promo_discount,revenue_before_promo,revenue_after_promo
fc376a,STHYD-0,CAMP_SAN_01,P14,1020,BOGOF,106,422,,,,hyderabad,528,Atliq_waterproof_Immersion_Rod,510.0,108120,215220.0
fdd666,STMLR-0,CAMP_DIW_01,P06,415,25% OFF,38,33,,,,mangalore,71,Atliq_Fusion_Container_Set_of_3,103.75,15770,10271.25
bbf357,STVSK-4,CAMP_SAN_01,P11,190,50% OFF,40,57,,,,visakhapatnam,97,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,7600,5415.0
d180ef,STBLR-7,CAMP_SAN_01,P01,172,33% OFF,341,531,,,,bengaluru,872,Atliq_Masoor_Dal (1KG),56.760000000000005,58652,61192.439999999995
4888d5,STBLR-3,CAMP_DIW_01,P07,300,BOGOF,70,231,,,,bengaluru,301,Atliq_Curtains,150.0,21000,34650.0
dead78,STVJD-0,CAMP_DIW_01,P12,62,50% OFF,68,90,,,,vijayawada,158,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,4216,2790.0
c198da,STMDU-2,CAMP_SAN_01,P06,415,25% OFF,19,15,,,,madurai,34,Atliq_Fusion_Container_Set_of_3,103.75,7885,4668.75
3cb389,STCHE-6,CAMP_DIW_01,P01,172,33% OFF,309,460,,,,chennai,769,Atliq_Masoor_Dal (1KG),56.760000000000005,53148,53010.399999999994
667c78,STVSK-4,CAMP_SAN_01,P01,172,33% OFF,223,301,,,,visakhapatnam,524,Atliq_Masoor_Dal (1KG),56.760000000000005,38356,34687.24
02b894,STBLR-2,CAMP_SAN_01,P02,860,33% OFF,477,658,,,,bengaluru,1135,Atliq_Sonamasuri_Rice (10KG),283.8,410220,379139.60000000003
1bff17,STCHE-6,CAMP_DIW_01,P05,55,25% OFF,112,85,,,,chennai,197,Atliq_Scrub_Sponge_For_Dishwash,13.75,6160,3506.25
d6ff76,STMDU-2,CAMP_DIW_01,P14,1020,BOGOF,28,96,,,,madurai,124,Atliq_waterproof_Immersion_Rod,510.0,28560,48960.0
d1e51d,STCBE-4,CAMP_DIW_01,P07,300,BOGOF,42,130,,,,coimbatore,172,Atliq_Curtains,150.0,12600,19500.0
8f2a5a,STVSK-2,CAMP_SAN_01,P11,190,50% OFF,25,37,,,,visakhapatnam,62,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,4750,3515.0
87be33,STBLR-6,CAMP_SAN_01,P13,350,BOGOF,120,516,,,,bengaluru,636,Atliq_High_Glo_15W_LED_Bulb,175.0,42000,90300.0
a1e541,STHYD-1,CAMP_DIW_01,P01,172,33% OFF,311,385,,,,hyderabad,696,Atliq_Masoor_Dal (1KG),56.760000000000005,53492,44367.4
6a1a5a,STVSK-0,CAMP_DIW_01,P15,3000,500 Cashback,250,755,,,,visakhapatnam,1005,Atliq_Home_Essential_8_Product_Combo,2500.0,750000,377500.0
361cfb,STMLR-0,CAMP_DIW_01,P14,1020,BOGOF,22,69,,,,mangalore,91,Atliq_waterproof_Immersion_Rod,510.0,22440,35190.0
951bda,STBLR-9,CAMP_DIW_01,P07,300,BOGOF,63,213,,,,bengaluru,276,Atliq_Curtains,150.0,18900,31950.0
a692dc,STCHE-1,CAMP_SAN_01,P01,172,33% OFF,270,340,,,,chennai,610,Atliq_Masoor_Dal (1KG),56.760000000000005,46440,39181.6
94953c,STMLR-2,CAMP_SAN_01,P06,415,25% OFF,15,12,,,,mangalore,27,Atliq_Fusion_Container_Set_of_3,103.75,6225,3735.0
af100a,STMLR-2,CAMP_SAN_01,P03,200,BOGOF,190,752,,,,mangalore,942,Atliq_Suflower_Oil (1L),100.0,38000,75200.0
223d36,STMYS-0,CAMP_DIW_01,P10,65,50% OFF,129,167,,,,mysuru,296,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,8385,5427.5
ff43bf,STHYD-2,CAMP_DIW_01,P11,190,50% OFF,91,116,,,,hyderabad,207,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,17290,11020.0
44838e,STVJD-1,CAMP_DIW_01,P06,415,25% OFF,49,40,,,,vijayawada,89,Atliq_Fusion_Container_Set_of_3,103.75,20335,12450.0
1fa488,STVJD-0,CAMP_DIW_01,P07,300,BOGOF,31,105,,,,vijayawada,136,Atliq_Curtains,150.0,9300,15750.0
73211e,STCBE-1,CAMP_DIW_01,P01,172,33% OFF,182,223,,,,coimbatore,405,Atliq_Masoor_Dal (1KG),56.760000000000005,31304,25698.52
93a29e,STCHE-4,CAMP_SAN_01,P05,55,25% OFF,28,22,,,,chennai,50,Atliq_Scrub_Sponge_For_Dishwash,13.75,1540,907.5
ec5570,STVJD-1,CAMP_DIW_01,P10,65,50% OFF,71,95,,,,vijayawada,166,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,4615,3087.5
6ee2af,STHYD-3,CAMP_SAN_01,P02,860,33% OFF,595,892,,,,hyderabad,1487,Atliq_Sonamasuri_Rice (10KG),283.8,511700,513970.4
f3a7b2,STHYD-6,CAMP_SAN_01,P01,172,33% OFF,306,416,,,,hyderabad,722,Atliq_Masoor_Dal (1KG),56.760000000000005,52632,47939.84
2186aa,STCBE-3,CAMP_SAN_01,P05,55,25% OFF,19,15,,,,coimbatore,34,Atliq_Scrub_Sponge_For_Dishwash,13.75,1045,618.75
e7bdad,STMLR-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,,,,mangalore,104,Atliq_waterproof_Immersion_Rod,510.0,24480,40800.0
f90ae9,STCBE-0,CAMP_SAN_01,P13,350,BOGOF,82,323,,,,coimbatore,405,Atliq_High_Glo_15W_LED_Bulb,175.0,28700,56525.0
348fe6,STBLR-8,CAMP_DIW_01,P01,172,33% OFF,332,471,,,,bengaluru,803,Atliq_Masoor_Dal (1KG),56.760000000000005,57104,54278.04
17d5c1,STCBE-0,CAMP_DIW_01,P13,350,BOGOF,52,173,,,,coimbatore,225,Atliq_High_Glo_15W_LED_Bulb,175.0,18200,30275.0
8f5618,STBLR-1,CAMP_DIW_01,P04,290,25% OFF,302,289,,,,bengaluru,591,Atliq_Farm_Chakki_Atta (1KG),72.5,87580,62857.5
6bfa15,STCBE-2,CAMP_SAN_01,P06,415,25% OFF,16,13,,,,coimbatore,29,Atliq_Fusion_Container_Set_of_3,103.75,6640,4046.25
aac58d,STBLR-6,CAMP_DIW_01,P08,1190,BOGOF,52,204,,,,bengaluru,256,Atliq_Double_Bedsheet_set,595.0,61880,121380.0
ed0d01,STBLR-2,CAMP_DIW_01,P12,62,50% OFF,108,145,,,,bengaluru,253,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,6696,4495.0
0eb41f,STVSK-2,CAMP_SAN_01,P01,172,33% OFF,232,364,,,,visakhapatnam,596,Atliq_Masoor_Dal (1KG),56.760000000000005,39904,41947.36
9b8658,STHYD-5,CAMP_DIW_01,P11,190,50% OFF,73,97,,,,hyderabad,170,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,13870,9215.0
3bc352,STHYD-3,CAMP_DIW_01,P07,300,BOGOF,54,170,,,,hyderabad,224,Atliq_Curtains,150.0,16200,25500.0
40f110,STBLR-9,CAMP_DIW_01,P12,62,50% OFF,122,163,,,,bengaluru,285,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,7564,5053.0
55fed8,STCBE-3,CAMP_DIW_01,P09,110,50% OFF,40,60,,,,coimbatore,100,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,4400,3300.0
c1cdb5,STCHE-0,CAMP_SAN_01,P15,3000,500 Cashback,135,286,,,,chennai,421,Atliq_Home_Essential_8_Product_Combo,2500.0,405000,143000.0
c134bb,STBLR-8,CAMP_SAN_01,P07,300,BOGOF,51,205,,,,bengaluru,256,Atliq_Curtains,150.0,15300,30750.0
2361c6,STBLR-0,CAMP_DIW_01,P06,415,25% OFF,94,83,,,,bengaluru,177,Atliq_Fusion_Container_Set_of_3,103.75,39010,25833.75
b44f0e,STHYD-2,CAMP_SAN_01,P15,3000,500 Cashback,136,288,,,,hyderabad,424,Atliq_Home_Essential_8_Product_Combo,2500.0,408000,144000.0
607c9d,STCHE-2,CAMP_SAN_01,P02,860,33% OFF,556,711,,,,chennai,1267,Atliq_Sonamasuri_Rice (10KG),283.8,478160,409678.2
5ea63d,STCBE-3,CAMP_DIW_01,P12,62,50% OFF,82,126,,,,coimbatore,208,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,5084,3906.0
323aee,STVSK-0,CAMP_DIW_01,P07,300,BOGOF,36,119,,,,visakhapatnam,155,Atliq_Curtains,150.0,10800,17850.0
114087,STHYD-3,CAMP_SAN_01,P06,415,25% OFF,28,20,,,,hyderabad,48,Atliq_Fusion_Container_Set_of_3,103.75,11620,6225.0
99482c,STBLR-8,CAMP_SAN_01,P08,1190,BOGOF,42,161,,,,bengaluru,203,Atliq_Double_Bedsheet_set,595.0,49980,95795.0
5ab1d5,STCHE-6,CAMP_DIW_01,P06,415,25% OFF,98,76,,,,chennai,174,Atliq_Fusion_Container_Set_of_3,103.75,40670,23655.0
97ad03,STCBE-1,CAMP_SAN_01,P02,860,33% OFF,379,462,,,,coimbatore,841,Atliq_Sonamasuri_Rice (10KG),283.8,325940,266204.4
b666fa,STTRV-1,CAMP_DIW_01,P05,55,25% OFF,57,55,,,,trivandrum,112,Atliq_Scrub_Sponge_For_Dishwash,13.75,3135,2268.75
da3c49,STMLR-2,CAMP_SAN_01,P02,860,33% OFF,270,313,,,,mangalore,583,Atliq_Sonamasuri_Rice (10KG),283.8,232200,180350.6
3459ec,STCHE-3,CAMP_SAN_01,P02,860,33% OFF,468,636,,,,chennai,1104,Atliq_Sonamasuri_Rice (10KG),283.8,402480,366463.2
7f81c2,STCHE-2,CAMP_DIW_01,P05,55,25% OFF,91,88,,,,chennai,179,Atliq_Scrub_Sponge_For_Dishwash,13.75,5005,3630.0
b17786,STMLR-0,CAMP_SAN_01,P13,350,BOGOF,63,163,,,,mangalore,226,Atliq_High_Glo_15W_LED_Bulb,175.0,22050,28525.0
2cbc21,STHYD-1,CAMP_SAN_01,P09,90,25% OFF,58,47,,,,hyderabad,105,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5220,3172.5
eacf93,STTRV-1,CAMP_SAN_01,P11,190,50% OFF,24,34,,,,trivandrum,58,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,4560,3230.0
0f184e,STVSK-0,CAMP_DIW_01,P05,55,25% OFF,89,80,,,,visakhapatnam,169,Atliq_Scrub_Sponge_For_Dishwash,13.75,4895,3300.0
52ec61,STBLR-8,CAMP_DIW_01,P10,65,50% OFF,133,172,,,,bengaluru,305,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,8645,5590.0
541bef,STHYD-4,CAMP_SAN_01,P01,172,33% OFF,234,322,,,,hyderabad,556,Atliq_Masoor_Dal (1KG),56.760000000000005,40248,37107.28
86a92b,STMLR-2,CAMP_DIW_01,P11,190,50% OFF,42,45,,,,mangalore,87,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,7980,4275.0
861116,STBLR-7,CAMP_DIW_01,P06,415,25% OFF,96,84,,,,bengaluru,180,Atliq_Fusion_Container_Set_of_3,103.75,39840,26145.0
c6d7c5,STMYS-3,CAMP_DIW_01,P12,62,50% OFF,124,145,,,,mysuru,269,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,7688,4495.0
b58c2d,STMYS-0,CAMP_SAN_01,P02,860,33% OFF,499,703,,,,mysuru,1202,Atliq_Sonamasuri_Rice (10KG),283.8,429140,405068.60000000003
d59c23,STCBE-3,CAMP_DIW_01,P03,156,25% OFF,252,224,,,,coimbatore,476,Atliq_Suflower_Oil (1L),39.0,39312,26208.0
68a7bc,STBLR-5,CAMP_DIW_01,P04,290,25% OFF,322,276,,,,bengaluru,598,Atliq_Farm_Chakki_Atta (1KG),72.5,93380,60030.0
f98db5,STBLR-2,CAMP_SAN_01,P15,3000,500 Cashback,129,279,,,,bengaluru,408,Atliq_Home_Essential_8_Product_Combo,2500.0,387000,139500.0
ffaba4,STBLR-8,CAMP_SAN_01,P09,90,25% OFF,46,33,,,,bengaluru,79,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,4140,2227.5
f725c0,STCBE-3,CAMP_SAN_01,P03,200,BOGOF,228,898,,,,coimbatore,1126,Atliq_Suflower_Oil (1L),100.0,45600,89800.0
f8e037,STHYD-2,CAMP_DIW_01,P08,1190,BOGOF,52,175,,,,hyderabad,227,Atliq_Double_Bedsheet_set,595.0,61880,104125.0
b526b4,STCHE-7,CAMP_SAN_01,P02,860,33% OFF,525,756,,,,chennai,1281,Atliq_Sonamasuri_Rice (10KG),283.8,451500,435607.2
0491f4,STVSK-2,CAMP_DIW_01,P11,190,50% OFF,38,58,,,,visakhapatnam,96,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,7220,5510.0
879d99,STHYD-5,CAMP_DIW_01,P09,110,50% OFF,92,124,,,,hyderabad,216,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,10120,6820.0
ec3591,STCHE-1,CAMP_SAN_01,P09,90,25% OFF,79,63,,,,chennai,142,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,7110,4252.5
2db607,STCBE-1,CAMP_DIW_01,P14,1020,BOGOF,40,136,,,,coimbatore,176,Atliq_waterproof_Immersion_Rod,510.0,40800,69360.0
b78191,STBLR-3,CAMP_SAN_01,P14,1020,BOGOF,91,361,,,,bengaluru,452,Atliq_waterproof_Immersion_Rod,510.0,92820,184110.0
7b1d41,STMYS-2,CAMP_DIW_01,P14,1020,BOGOF,43,125,,,,mysuru,168,Atliq_waterproof_Immersion_Rod,510.0,43860,63750.0
a6e691,STCHE-0,CAMP_SAN_01,P03,200,BOGOF,294,1134,,,,chennai,1428,Atliq_Suflower_Oil (1L),100.0,58800,113400.0
f21ef6,STMLR-1,CAMP_SAN_01,P06,415,25% OFF,18,14,,,,mangalore,32,Atliq_Fusion_Container_Set_of_3,103.75,7470,4357.5
b999c5,STMYS-2,CAMP_SAN_01,P03,200,BOGOF,406,1015,,,,mysuru,1421,Atliq_Suflower_Oil (1L),100.0,81200,101500.0
f6aa36,STVSK-3,CAMP_DIW_01,P06,415,25% OFF,63,54,,,,visakhapatnam,117,Atliq_Fusion_Container_Set_of_3,103.75,26145,16807.5
d78c78,STCHE-0,CAMP_DIW_01,P14,1020,BOGOF,52,182,,,,chennai,234,Atliq_waterproof_Immersion_Rod,510.0,53040,92820.0
12573c,STHYD-3,CAMP_SAN_01,P12,62,50% OFF,64,100,,,,hyderabad,164,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3968,3100.0
38ebfb,STCBE-1,CAMP_SAN_01,P10,50,25% OFF,27,20,,,,coimbatore,47,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1350,750.0
5d23c1,STVSK-4,CAMP_SAN_01,P12,62,50% OFF,40,58,,,,visakhapatnam,98,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2480,1798.0
449732,STBLR-9,CAMP_DIW_01,P05,55,25% OFF,101,97,,,,bengaluru,198,Atliq_Scrub_Sponge_For_Dishwash,13.75,5555,4001.25
b83644,STBLR-6,CAMP_DIW_01,P11,190,50% OFF,75,117,,,,bengaluru,192,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,14250,11115.0
17537,STMDU-2,CAMP_SAN_01,P08,1190,BOGOF,33,129,,,,madurai,162,Atliq_Double_Bedsheet_set,595.0,39270,76755.0
ab8eb3,STHYD-6,CAMP_DIW_01,P06,415,25% OFF,85,74,,,,hyderabad,159,Atliq_Fusion_Container_Set_of_3,103.75,35275,23032.5
99ce6a,STVSK-3,CAMP_SAN_01,P03,200,BOGOF,250,687,,,,visakhapatnam,937,Atliq_Suflower_Oil (1L),100.0,50000,68700.0
42b041,STBLR-1,CAMP_DIW_01,P01,172,33% OFF,357,514,,,,bengaluru,871,Atliq_Masoor_Dal (1KG),56.760000000000005,61404,59233.36
fd5955,STCBE-0,CAMP_DIW_01,P02,860,33% OFF,313,541,,,,coimbatore,854,Atliq_Sonamasuri_Rice (10KG),283.8,269180,311724.2
9.33E+11,STBLR-3,CAMP_SAN_01,P08,1190,BOGOF,40,154,,,,bengaluru,194,Atliq_Double_Bedsheet_set,595.0,47600,91630.0
268b09,STMLR-1,CAMP_SAN_01,P13,350,BOGOF,49,189,,,,mangalore,238,Atliq_High_Glo_15W_LED_Bulb,175.0,17150,33075.0
dcaeaa,STBLR-7,CAMP_DIW_01,P04,290,25% OFF,276,242,,,,bengaluru,518,Atliq_Farm_Chakki_Atta (1KG),72.5,80040,52635.0
d31787,STMYS-2,CAMP_SAN_01,P10,50,25% OFF,25,20,,,,mysuru,45,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1250,750.0
f34069,STBLR-9,CAMP_SAN_01,P09,90,25% OFF,61,57,,,,bengaluru,118,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5490,3847.5
4f40ed,STCHE-5,CAMP_SAN_01,P02,860,33% OFF,564,721,,,,chennai,1285,Atliq_Sonamasuri_Rice (10KG),283.8,485040,415440.2
12bb06,STHYD-1,CAMP_DIW_01,P03,156,25% OFF,351,319,,,,hyderabad,670,Atliq_Suflower_Oil (1L),39.0,54756,37323.0
5f2c41,STCHE-6,CAMP_DIW_01,P08,1190,BOGOF,54,185,,,,chennai,239,Atliq_Double_Bedsheet_set,595.0,64260,110075.0
e0de60,STHYD-6,CAMP_DIW_01,P03,156,25% OFF,327,294,,,,hyderabad,621,Atliq_Suflower_Oil (1L),39.0,51012,34398.0
152ae4,STHYD-1,CAMP_SAN_01,P12,62,50% OFF,51,57,,,,hyderabad,108,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3162,1767.0
8e6ee5,STMLR-0,CAMP_DIW_01,P05,55,25% OFF,52,45,,,,mangalore,97,Atliq_Scrub_Sponge_For_Dishwash,13.75,2860,1856.25
d0fd0e,STBLR-0,CAMP_SAN_01,P11,190,50% OFF,43,62,,,,bengaluru,105,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,8170,5890.0
4fa17c,STCHE-4,CAMP_DIW_01,P01,172,33% OFF,327,503,,,,chennai,830,Atliq_Masoor_Dal (1KG),56.760000000000005,56244,57965.719999999994
bcf305,STCHE-5,CAMP_DIW_01,P09,110,50% OFF,75,80,,,,chennai,155,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,8250,4400.0
66050c,STCHE-6,CAMP_SAN_01,P08,1190,BOGOF,60,238,,,,chennai,298,Atliq_Double_Bedsheet_set,595.0,71400,141610.0
407f1c,STBLR-2,CAMP_SAN_01,P13,350,BOGOF,117,469,,,,bengaluru,586,Atliq_High_Glo_15W_LED_Bulb,175.0,40950,82075.0
e12c11,STCHE-1,CAMP_SAN_01,P14,1020,BOGOF,112,294,,,,chennai,406,Atliq_waterproof_Immersion_Rod,510.0,114240,149940.0
46d57b,STBLR-9,CAMP_DIW_01,P13,350,BOGOF,94,329,,,,bengaluru,423,Atliq_High_Glo_15W_LED_Bulb,175.0,32900,57575.0
e80ad8,STCHE-7,CAMP_DIW_01,P10,65,50% OFF,136,179,,,,chennai,315,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,8840,5817.5
f2bdcc,STBLR-4,CAMP_DIW_01,P01,172,33% OFF,337,478,,,,bengaluru,815,Atliq_Masoor_Dal (1KG),56.760000000000005,57964,55084.72
8d20b8,STBLR-5,CAMP_DIW_01,P09,110,50% OFF,75,95,,,,bengaluru,170,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,8250,5225.0
f88523,STTRV-1,CAMP_SAN_01,P05,55,25% OFF,10,9,,,,trivandrum,19,Atliq_Scrub_Sponge_For_Dishwash,13.75,550,371.25
177b80,STMLR-0,CAMP_SAN_01,P14,1020,BOGOF,37,96,,,,mangalore,133,Atliq_waterproof_Immersion_Rod,510.0,37740,48960.0
317699,STCHE-2,CAMP_SAN_01,P03,200,BOGOF,310,1246,,,,chennai,1556,Atliq_Suflower_Oil (1L),100.0,62000,124600.0
ef6d6d,STBLR-2,CAMP_SAN_01,P14,1020,BOGOF,88,346,,,,bengaluru,434,Atliq_waterproof_Immersion_Rod,510.0,89760,176460.0
1e51ee,STVSK-3,CAMP_SAN_01,P12,62,50% OFF,43,51,,,,visakhapatnam,94,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2666,1581.0
c55ec9,STBLR-1,CAMP_SAN_01,P15,3000,500 Cashback,136,220,,,,bengaluru,356,Atliq_Home_Essential_8_Product_Combo,2500.0,408000,110000.0
6bbadf,STHYD-1,CAMP_DIW_01,P14,1020,BOGOF,43,127,,,,hyderabad,170,Atliq_waterproof_Immersion_Rod,510.0,43860,64770.0
edaef4,STHYD-5,CAMP_SAN_01,P03,200,BOGOF,416,1630,,,,hyderabad,2046,Atliq_Suflower_Oil (1L),100.0,83200,163000.0
d3f755,STCBE-1,CAMP_SAN_01,P08,1190,BOGOF,43,171,,,,coimbatore,214,Atliq_Double_Bedsheet_set,595.0,51170,101745.0
0ba095,STCBE-1,CAMP_DIW_01,P03,156,25% OFF,274,210,,,,coimbatore,484,Atliq_Suflower_Oil (1L),39.0,42744,24570.0
911349,STHYD-0,CAMP_DIW_01,P15,3000,500 Cashback,397,1214,,,,hyderabad,1611,Atliq_Home_Essential_8_Product_Combo,2500.0,1191000,607000.0
6d65d2,STBLR-8,CAMP_SAN_01,P04,370,BOGOF,480,1867,,,,bengaluru,2347,Atliq_Farm_Chakki_Atta (1KG),185.0,177600,345395.0
4ab3bc,STHYD-2,CAMP_SAN_01,P09,90,25% OFF,66,49,,,,hyderabad,115,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5940,3307.5
c22cf6,STCHE-6,CAMP_SAN_01,P12,62,50% OFF,58,81,,,,chennai,139,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3596,2511.0
cc2182,STMDU-1,CAMP_DIW_01,P12,62,50% OFF,85,117,,,,madurai,202,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,5270,3627.0
bdf2b8,STVJD-1,CAMP_DIW_01,P12,62,50% OFF,56,71,,,,vijayawada,127,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3472,2201.0
db8aa8,STTRV-1,CAMP_SAN_01,P03,200,BOGOF,193,746,,,,trivandrum,939,Atliq_Suflower_Oil (1L),100.0,38600,74600.0
466d6c,STMYS-1,CAMP_SAN_01,P11,190,50% OFF,31,50,,,,mysuru,81,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,5890,4750.0
6444b7,STCHE-2,CAMP_DIW_01,P06,415,25% OFF,85,81,,,,chennai,166,Atliq_Fusion_Container_Set_of_3,103.75,35275,25211.25
f1cd45,STVJD-1,CAMP_DIW_01,P11,190,50% OFF,50,64,,,,vijayawada,114,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,9500,6080.0
23421e,STBLR-2,CAMP_SAN_01,P12,62,50% OFF,54,77,,,,bengaluru,131,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3348,2387.0
3c3c49,STCBE-2,CAMP_SAN_01,P08,1190,BOGOF,40,168,,,,coimbatore,208,Atliq_Double_Bedsheet_set,595.0,47600,99960.0
680acd,STHYD-3,CAMP_SAN_01,P11,190,50% OFF,46,73,,,,hyderabad,119,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,8740,6935.0
fe2fe7,STCHE-4,CAMP_DIW_01,P05,55,25% OFF,127,115,,,,chennai,242,Atliq_Scrub_Sponge_For_Dishwash,13.75,6985,4743.75
e2abd2,STCHE-3,CAMP_DIW_01,P09,110,50% OFF,73,92,,,,chennai,165,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,8030,5060.0
7c51b1,STCBE-0,CAMP_DIW_01,P09,110,50% OFF,59,89,,,,coimbatore,148,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,6490,4895.0
494f1b,STVSK-2,CAMP_SAN_01,P13,350,BOGOF,94,374,,,,visakhapatnam,468,Atliq_High_Glo_15W_LED_Bulb,175.0,32900,65450.0
144c17,STCHE-2,CAMP_DIW_01,P02,860,33% OFF,411,509,,,,chennai,920,Atliq_Sonamasuri_Rice (10KG),283.8,353460,293285.80000000005
28acbc,STBLR-2,CAMP_DIW_01,P10,65,50% OFF,105,132,,,,bengaluru,237,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,6825,4290.0
00af86,STCBE-0,CAMP_SAN_01,P06,415,25% OFF,15,14,,,,coimbatore,29,Atliq_Fusion_Container_Set_of_3,103.75,6225,4357.5
6321fa,STCHE-3,CAMP_SAN_01,P10,50,25% OFF,31,26,,,,chennai,57,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1550,975.0
6a7668,STCHE-4,CAMP_SAN_01,P15,3000,500 Cashback,112,321,,,,chennai,433,Atliq_Home_Essential_8_Product_Combo,2500.0,336000,160500.0
c7fefa,STMDU-1,CAMP_SAN_01,P11,190,50% OFF,28,40,,,,madurai,68,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,5320,3800.0
c5f80e,STCHE-1,CAMP_DIW_01,P14,1020,BOGOF,43,125,,,,chennai,168,Atliq_waterproof_Immersion_Rod,510.0,43860,63750.0
86755e,STCHE-4,CAMP_SAN_01,P07,300,BOGOF,45,191,,,,chennai,236,Atliq_Curtains,150.0,13500,28650.0
3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,BOGOF,36,145,,,,madurai,181,Atliq_Double_Bedsheet_set,595.0,42840,86275.0
a26b45,STBLR-3,CAMP_DIW_01,P01,172,33% OFF,287,413,,,,bengaluru,700,Atliq_Masoor_Dal (1KG),56.760000000000005,49364,47594.119999999995
fe7b5d,STHYD-2,CAMP_SAN_01,P03,200,BOGOF,472,1902,,,,hyderabad,2374,Atliq_Suflower_Oil (1L),100.0,94400,190200.0
8d68bc,STHYD-2,CAMP_DIW_01,P03,156,25% OFF,357,289,,,,hyderabad,646,Atliq_Suflower_Oil (1L),39.0,55692,33813.0
9bc176,STHYD-3,CAMP_SAN_01,P04,370,BOGOF,416,1085,,,,hyderabad,1501,Atliq_Farm_Chakki_Atta (1KG),185.0,153920,200725.0
17df71,STHYD-0,CAMP_SAN_01,P08,1190,BOGOF,46,179,,,,hyderabad,225,Atliq_Double_Bedsheet_set,595.0,54740,106505.0
342d35,STCBE-3,CAMP_DIW_01,P08,1190,BOGOF,29,96,,,,coimbatore,125,Atliq_Double_Bedsheet_set,595.0,34510,57120.0
d8f51c,STMYS-1,CAMP_DIW_01,P15,3000,500 Cashback,449,1499,,,,mysuru,1948,Atliq_Home_Essential_8_Product_Combo,2500.0,1347000,749500.0
cd36b2,STCHE-4,CAMP_DIW_01,P10,65,50% OFF,127,168,,,,chennai,295,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,8255,5460.0
780aaa,STMYS-1,CAMP_SAN_01,P06,415,25% OFF,19,14,,,,mysuru,33,Atliq_Fusion_Container_Set_of_3,103.75,7885,4357.5
decd5e,STMDU-2,CAMP_SAN_01,P10,50,25% OFF,21,17,,,,madurai,38,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1050,637.5
d88318,STCHE-5,CAMP_DIW_01,P08,1190,BOGOF,45,149,,,,chennai,194,Atliq_Double_Bedsheet_set,595.0,53550,88655.0
bf2632,STCHE-1,CAMP_SAN_01,P12,62,50% OFF,57,66,,,,chennai,123,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3534,2046.0
